Number of independent components,Number of excluded ICs,Indices of excluded ICs,Percentage of remaining ICs,Excluded ICs SNR values,Number of used ICs,Indices of used ICs,Used ICs SNR values,Highest SNR,Mean SNR,Mean peak time in seconds after stimulus of excluded ICs,All peak times in seconds after stimulus,Excluded peak times in seconds after stimulus,Mean SNR of remaining ICs,Mean SNR of excluded ICs
21,4,"[0, 1, 2, 12]",80.95,"[46.801, 19.859, 16.724, 16.071]",17,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]","[11.61, -8.128, 10.666, 8.066, 6.073, 7.023, 10.536, 6.541, 8.866, 9.955, 4.782, 9.593, 8.644, 9.213, 3.857, 11.188, 7.846]",46.801,10.752,0.00275,"[0.0, -0.003, 0.003, 0.001, -0.001, 0.006, 0.0, -0.001, 0.005, 0.004, 0.005, 0.007, 0.011, -0.001, 0.002, 0.006, -0.002, 0.01, 0.005, 0.011, 0.006]","[0.0, -0.003, 0.003, 0.011]",7.431,24.864
